"","SrcID_Feat","unit","mean_dist"
"708",1985,90,696.653606207767
"709",1986,90,955.6777801515
"710",2007,90,585.227932809379
"711",3538,90,955.6777801515
"712",3826,90,858.302257719452
"713",3848,90,407.123369852694
"714",1601,91,608.398397673585
"715",3854,91,705.703433182949
"716",4864,91,940.2655181885
"717",4865,91,892.869014964353
"718",1597,92,652.527721234198
"719",3920,92,764.880032909122
"720",2121,93,898.237189398889
"721",2499,93,672.86470682907
"722",2500,93,611.110272346638
"723",2506,93,634.737108018622
"724",4114,93,906.471900353077
"725",4873,93,1000
"726",2499,94,797.136537634761
"727",2506,94,574.780545598791
"728",4114,94,898.677892049167
"729",4845,94,682.404533232591
"730",1193,95,702.99976132237
"731",2121,95,822.578060477057
